제품일련번호,기업일련번호,제품국문명,제품영문명,한줄소개내용,제품상세설명,검색태그내용,홈페이지url,앱스토어url,구글플레이url
127585,160481,오르락,https://oreurak.kr/,나만의 투자 포트폴리오를 가장 쉽게 완성하고 관리하세요.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/97,오르락||주식/증권분석||포트폴리오||금융/투자,https://oreurak.kr/,https://apps.apple.com/kr/app/id1556439738,https://play.google.com/store/apps/details?id=ai.tain.superinvestment
127567,134195,2021 Show Reel,2021 Show Reel,브랜드 포트폴리오 영상,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/98,커넥트드림||D.NABI||콘텐츠/영상||#영상#촬영#편집,https://youtu.be/o6uV2NQfufE,,
126867,30439,투자 포트폴리오,Investment portfolio,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://www.yellowdog.kr/portfolios/,,
125304,157835,농가 컨설팅,,1인/소단위 농가의 디자인/판매 관련 컨설팅을 수행합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/100,,,,
97629,139507,드라마/영화/애니 덕후들의 덕업일치 커뮤니티,Watch to Earn!,드라마/영화/애니메이션을 좋아하는 사람들의 글로벌 커뮤니티,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/101,넷플릭스||넷플릭스파티||넷플릭스함께||영화||드라마||애니메이션||NFT||블록체인,http://www.screena.com,,https://chrome.google.com/webstore/detail/%EC%8A%A4%ED%81%AC%EB%A6%AC%EB%82%98-%EB%84%B7%ED%94%8C%EB%A6%AD%EC%8A%A4-%ED%8C%8C%ED%8B%B0-%ED%95%98%EA%B8%B0/hhoapolbeidlfbkkmieijgnfigijlimm?hl=ko
127393,141095,그린데이터 EMS,GreenData Energy Management System,리조트/레저 산업 회사의 에너지 관리 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/102,,https://energy.greendata.kr,,
126394,22905,동거동락(1인가구),DGDR,1인가구를 위한 주거 검색 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://www.dgdr.co.kr,,
126538,159647,바이브온,VIBEON,AI로 학교생활기록부 속 문장을 읽어|| 장단점 분석|| 맞춤형 보완점 제시|| 그리고 목표대학의 합격가능성을 진단하는 나만의 입시컨설턴트,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/104,AI||edu-tech,https://www.vibeon.ai,,
127482,77979,드랍인,dropin,공유 테이블 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/105,,http://dropin.so,,
127381,102621,가상남녀,,AI남친여친과 꿀잼톡,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,https://apps.apple.com/kr/app/%EA%B0%80%EC%83%81%EB%82%A8%EB%85%80/id1490797663,https://play.google.com/store/apps/details?id=ai.mindlogic.dueta&hl=ko&gl=kr
127481,77979,가젯,GAdjet,국내 유일 공유 공간 자동화 운영 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/107,,http://gadjet.io/,,
127507,160182,유비트,UVIT,NFT 거래소,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/108,,https://uvit.bizauto.io/,,
127508,12926,도라지,Dorazee,어린이 천식을 위한 디지털 치료제,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/109,의료/뇌과학/뇌질환치료/소프트웨어/헬스케어||디지털치료제||디지털헬스케어,https://ko.brilcom.com/copy-of-api-service,,
127376,160296,오롤리데이,ohlollyday,오롤리데이는 '행복'을 모티브로 한 다양한 제품||콘텐츠||서비스||공간||커뮤니티를 제공합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/110,디자인문구||콘텐츠||패션&라이프스타일||상품개발/상품기획/디자인/제조,http://www.oh-lolly-day.com,https://url.kr/Uazxvl,https://url.kr/617UnN
126417,18520,히어로쉽,Hero Ship,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/111,모바일게임||어드벤처,,https://apps.apple.com/us/app/heroship-adventureidlerpg/id1553869868,https://play.google.com/store/apps/details?id=com.playhardlab.heroship.aos&hl=en_US&gl=US
3832,4280,돌보밍,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/112,,http://dolboming.com/,,https://play.google.com/store/apps/details?id=com.dolboming
124143,142064,세이브택스,Savetax,기존 세무서비스에 비해 젊고 세련된 느낌의 세무 브랜드,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/113,,http://www.save-tax.co.kr,,
127109,133674,카비플랜,KAVIPLAN,AI/ML 기반 정형외과 수술 보조 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/114,의료||인공지능||컴퓨터비전||SaaS||클라우드||정형외과,https://kavilab.ai,,
125950,159189,마이캣,maicat,소셜 로봇|| 스마트 홈의 중심이 되다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/115,마이캣||maicat,https://maicat.ai,,
122897,156893,네이처빌,naturevil,맛있는 간편식 브랜드 네이처빌,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.naturevil.com,,
127627,1722,마미톡,Mommytalk,임신부터 출산|| 육아까지,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/117,출산/육아||의료/헬스,,https://apps.apple.com/kr/app/%EB%A7%88%EB%AF%B8%ED%86%A1-%EC%9E%84%EC%8B%A0-%EC%9C%A1%EC%95%84-%EC%97%84%EB%A7%88%ED%95%84%EC%88%98%EC%95%B1/id1494440076,https://play.google.com/store/apps/details?id=com.mommytalkappv1
127072,150302,집품,Zippoom,집 구할 땐|| 집품 팔자! No.1 부동산 거주 후기,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/118,,https://zippoom.com/,https://apps.apple.com/kr/app/%EC%A7%91%ED%92%88-no-1-%EB%B6%80%EB%8F%99%EC%82%B0-%EA%B1%B0%EC%A3%BC-%ED%9B%84%EA%B8%B0/id1558638628,https://play.google.com/store/apps/details?id=kr.co.nextground.zipoom
127235,146417,펫브리즈 반려동물 GPS 트래커,,국내 최초 반려동물용 GPS 트래커,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/119,,,,
82730,128736,언어교환,Language exchange,내외국인 서로 도와주며 언어를 교환하고 배웁니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/120,언어교환||응용소프트웨어||APP||어플리케이션||B2C서비스||||모바일/웹,http://bit.ly/3bc4YFU,,
125784,159064,여행버튼,Travel Button,자신만의 여행기를 올릴 수 있는 여행버튼입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/121,여행버튼||지도버튼||퍼블버블,https://jido-button.firebaseapp.com/home,,
126029,159227,우리의 사진,OurPic,사진중개플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/122,중개||중개플랫폼||스냅사진||클라우드,,,
126814,4058,보험,,편리하게 가입하는|| 가성비 높은 보험,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/123,보험,https://www.mibank.me/,https://itunes.apple.com/kr/app/maibaengkeu/id944134670?mt=8,https://play.google.com/store/apps/details?id=me.mibank
127373,102621,오픈타운,Opentown,AI캐릭터들의 SNS,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://opentown.ai/,https://apps.apple.com/kr/app/id1557176146,https://play.google.com/store/apps/details?id=opentown.mindlogic.ai&hl=ko
127463,160365,배컴,Baecomm,누구나 배움을 통해 꿈을 이룰 수 있는 곳,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/125,콘텐츠||교육/이러닝||학원||플랫폼||통합교육플랫폼,,,
127151,160103,이너부스,INABOOTH,캐릭터 라이선싱 플랫폼 이너부스 입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/126,캐릭터||플랫폼||웹서비스||모바일/웹||개발자||CTO,https://inabooth.kr,,
127000,137602,콜로세움(Player),,콜로세움(Player),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://player.coloxeum.com,https://apps.apple.com/us/app/%EC%BD%9C%EB%A1%9C%EC%84%B8%EC%9B%80-%EC%84%A0%EC%88%98%EC%9A%A9/id1566498138?ign-mpt=uo%3D4,https://play.google.com/store/apps/details?id=com.clxm.playerapp&hl=ko&gl=US
124315,140730,어댑터즈,adapterz,스스로 만들 수 있는 개발자를 육성하는 어댑터즈,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/128,코딩 교육,https://adapterz.kr,,
127110,88909,비윙스,BeWings,가장 쉬운 NFT 제작/판매 중개플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/129,NFT||디지털아트||일러스트레이션,,,
126976,123546,클러스터입주관리시스템,Cluster tenant management system,혁신클러스터의 입주계약 등 행정처리와 입주기관 관리 시스템,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/130,혁신클러스터||관리||입주,https://minwon.innopolis.or.kr,,
126202,159344,NER/ASR 학습용 신조어/트렌드 코퍼스 구축 서비스,,인공지능의 신조어/트렌드 용어 인식 성능을 향상시키는 학습용 텍스트-음성 데이터 구축 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/131,,,,
24038,13849,르호봇 프라임 비즈니스 센터,,르호봇의 고급형 브랜드 프라임 비즈니스 센터,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/132,,http://www.ibusiness.co.kr/business-center,,
126583,116605,NICDCP,NICDCP,소비자보호 관점에서 디지털 거래를 분석/모니터링하여 금융소비자와 디지털 서비스 제공자를 안전하게 연결하는 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/133,레그테크||핀테크||인공지능||금융||마이데이터||플랫폼||소비자보호||데이터,,,
83902,129513,바머스마케팅,Bamers marketing,온라인 퍼포먼스 마케팅 1%,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/134,,https://www.bamers.kr/,,
127227,160171,야조 'YaJo',,호텔에서의 시간은 야조와 함께!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/135,,https://617f7733d9e17.site123.me/,,
126296,159467,쉐어홈트,Sharehomt,홈트레이닝에 필요한 서비스 제공,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/136,,http://www.sharehomt.com,,
123194,157138,출판사업,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,출판,,,
126266,150181,티피,TEEPEE,펫샵과반려인을 연결하는 고객관리 솔루션 티피,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/138,반려동물||고객관리||예약관리||플랫폼||커머스,,,
22251,74188,개판이네,,개판인 모바일 게임,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/139,,https://www.facebook.com/grrrgames,https://itunes.apple.com/kr/app/%EA%B0%9C%ED%8C%90%EC%9D%B4%EB%84%A4-%EA%B0%95%EC%95%84%EC%A7%80-%ED%82%A4%EC%9A%B0%EA%B8%B0/id1142109077?mt=8,https://play.google.com/store/apps/details?id=com.grrr.prjd
126070,159295,해킹존,hackingzone,기업과 보안전문가를 연결하는 버그바운티 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://hackingzone.net,,
98192,139947,메디치교육센터,Medici Education Center,IT/SW 전문인력 양성 교육기관,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,IT교육||SW교육||VR||AR||VR/AR||가상현실||빅데이터||딥러닝||AI||실감형콘텐츠||4차산업||혁신||벤처기업||유니티,http://www.medici-edu.co.kr,,
126056,158718,OTA솔루션,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,OTA,http://www.konamobility.co.kr,,
126197,159373,마이비너스,MY VENUS,인도네시아 최초의 O2O 뷰티 시술 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/143,플랫폼서비스||웹||App||뷰티||성형||다이어트||정보||후기||||O2O,http://www.summits.co.kr,,
126869,123944,페어랩스 채용,FAIR Labs Recruit,페어랩스 채용 공식페이지,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/144,,https://www.notion.so/fairlab/CAREERS-2488706b36284bdfbb99799165db2bc1,,
122429,105707,밍글스토어,mingle store,세계문화 큐레이션 온라인 스토어,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://smartstore.naver.com/mingles_kr,,
127241,156086,신사업 TF(사진 플랫폼),,사진을 매개로 하는 온오프라인 중개-생산-유통 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/146,매칭/데이터업||NFT||사진||소셜||IT/금융,,,
125165,96191,IT컨설팅,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
126435,18520,트랩마스터,Trap Master,Thrilling merge defense game!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/148,모바일게임,,https://apps.apple.com/us/app/trap-master-merge-defense/id1553873169,https://play.google.com/store/apps/details?id=com.playhardlab.trapmaster.aos&hl=en_US&gl=US
126602,16305,ReporterBase,ReporterBase,Software for managing court reporting & other legal support businesses,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/149,,,,
127176,141168,프로필링크,prfl.link,멀티 링크 연결 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/150,CMS||디자인/홈페이지,https://prfl.link/,https://apps.apple.com/kr/app/%ED%94%84%EB%A1%9C%ED%95%84%EB%A7%81%ED%81%AC-prfl-link/id1571245966,https://play.google.com/store/apps/details?id=com.prfllinkapp&hl=ko&gl=KR
126416,18520,히어로팩토리,Hero Factory,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/151,모바일게임||시물레이션,,https://apps.apple.com/kr/app/%ED%9E%88%EC%96%B4%EB%A1%9C-%ED%8C%A9%ED%86%A0%EB%A6%AC/id1488900418,https://play.google.com/store/apps/details?id=com.playhardlab.herofactory&hl=ko&gl=US
127078,139588,Sturdy Exchange,,할리우드 NFT 플래폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://sturdy.exchange/,,
125446,158815,리빌더AI,rebuilderai,AI 3D Maker,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/153,,http://rebuilderai.com/,,
124855,124922,민터,Mynter,금융 전문가들의 업무 프로세스 개선 툴,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,IT||AI||인공지능||솔루션||인공지능||데이터마이닝||기업분석||기업가치평가||IT/금융,,,
123907,157687,헤딩,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.heding.co.kr,,
126590,35588,숨고,Soomgo,안녕하세요|| 600만명이 선택한 국내 최고의 생활 서비스 매칭 플랫폼 숨고입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/156,소프트웨어개발/서비스||매칭,https://soomgo.com/,https://soomgo.com/app-download/sender?af_channel=cpc&af_keywords=%EC%88%A8%EA%B3%A0&af_sub2=%EB%A9%94%EC%9D%B8&af_sub4=footer&c=%EB%A9%94%EC%9D%B8&pid=google,https://soomgo.com/app-download/sender?af_channel=cpc&af_keywords=%EC%88%A8%EA%B3%A0&af_sub2=%EB%A9%94%EC%9D%B8&af_sub4=footer&c=%EB%A9%94%EC%9D%B8&pid=google
126861,94445,스포투,spotu,Advanced Fitness Coach,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/157,,https://spotu.io/,https://apps.apple.com/kr/app/spotu-advanced-fitness-coach/id1532179501,https://play.google.com/store/apps/details?id=io.spotu.mobile
127239,156086,플라워다이렉트,,대한민국 화훼유통 대표 브랜드 플로드,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/158,,https://flroad.co.kr/,,
125817,159059,Tornado2,Tornado2,국산 문자 그래픽시스템의 대명사,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/159,Tornado2R7UHD||Tornado2R5UHD||Tornado2R3UHD||Tornado2R1||TornadoR3||Tornado2R5||Tornado2R7,http://www.vri.co.kr/tornado2/,,
125599,158958,Anthouse,,소액 주주들의 주주연대를 위한 의견안건 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
2256,1051,KUDETA(쿠데타),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/161,,https://www.facebook.com/kudeta.free,,http://bit.ly/11PLSxg
126293,159286,수의사 구인구직,,수의사 구인구직 정보를 제공합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/162,구인||구직||리크루트||수의사,https://www.dailyvet.co.kr/recruit,,
126066,116131,위트레이드,WeTrade,바이어를 찾아주고|| 제안하고|| 매칭하다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/163,무역||수출||수입,https://we-trade.co.kr/home.html,,
126979,123546,도심재난예측 기반 의사결정지원 솔루션,Urban Disaster Solution,개방형데이터를 기반으로 도심 발생 재난을 3D GIS 시각화 통해 의사결정을 지원하는 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/164,,https://uds.kisti.re.kr,,
26042,22915,WP코로나,WPCORONA,AWS 기반 매니지드 워드프레스 호스팅,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/165,,https://wpcorona.com,,
5707,14442,코리아노사우루스 - Koreanosaurus,2015년도 실감미디어산업 R&D 기반구축 및 성과확산사업 ‘AR 글라스 활용 실감학습 솔루션 시제품 제작’ 과제 수행,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/166,실감미디어||AR||증강현실||가상현실||VR||4D||UHD||테마파크||사물인터넷||IoT||디지털사이니지||옥외광고||스마트미디어||스마트홈||영상회의||멀티스크린||멀티미디어||스트리밍||소셜미디어||html5||Javascript||SVG||HMI||gui||UX||UI||기가||GIGA||개인미디어||혼합현실||MR,http://www.vutic.com/#technology,,
4044,4591,디오션,DIOCIAN,글로벌 소셜 뮤직(엔터테인먼트) 네트워트 플랫폼 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/167,음악||아티스트||스튜디오||뮤직||플랫폼||소셜네트워트||앨범제작||뮤지션||커뮤니티||콜라보레이션||비디오||앨범||글로벌음악||글로벌||소셜,http://www.diocian.com/,,
124303,157952,워너비,Wannabe,Gen Z를 위한 숏폼 SNS,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/168,IT/SNS||sns||WannaBe,,https://apps.apple.com/kr/app/wannabe/id1579635565?l=en,https://play.google.com/store/apps/details?id=works.gdp.wannabe
125982,138556,타임,TYYYM,생산 공정 분석을 통한 제조 혁신 프로그램,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/169,생산분석||공정분석||산업공학||경공업||제조업/ICT||스마트팩토리||MES,,,
124076,157787,로켓펀치테스트,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
125805,159074,링커,Linkr,SNS 통합 관리 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/171,마케팅||디지털마케팅(컨텐츠/SNS),,,
125117,115292,하이케어,,재가요양기관 행정 자동화 솔루션 하이케어,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
124397,73213,메타지움,Metazium,메타버스 비즈니스서비스  플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/173,메타버스,,,
126701,159789,웹/앱,Web/App,저희는 최근 14년간 웹||모바일||앱||오프라인 윈도우||ERP 프로그램만을 해오는 개발전문 회사 "디몬스터" 의 서울 사무소 인 메타코딩 입니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/174,모바일/웹||앱/웹서비스,https://www.dmonster.co.kr/,,
126294,159463,iF 디자인 어워드,iF DESIGN AWARD,전 세계 기업 및 스튜디오|| 에이전시를 대상으로 하는 Professional design award,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/175,디자인어워드||디자인상,http://www.ifdesign.com,,
126945,159921,똑똑e,,생활가전|| 발품없이 똑똑하게 해결하자!!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/176,#가전||#O2O,http://www.talktock.co.kr,https://apps.apple.com/kr/app/%EB%98%91%EB%98%91e/id1573521285,https://play.google.com/store/apps/details?id=com.kyad.dripping
